,Text
3427,millete entertix die biseyler yazip geciriyonuz zaten
3428,yokmus baskan nereden bulacagiz dedim teknosa dediler
3429,aylik lira maxsimum lira fatura odememe ragmen her gecen gun internet hizli olmasi gerektigi halde geriye gidiyor daha tahattutum bitince ilk isim turkcell gecmek olcak
3430,istanbul pendik yeni mahalle fiber altyapi yillardir yapilmadi yaziklar olsun turk telekom isminden utan
3431,aynen lan yeter iliğimizi sömürdükleri!hele turkcell ne kadar oç canım cicim demesini biliyor ama '91 lirayı öde esma' da diyo!
3432,bu fiber gucu muthis gun oldu numarayi tasiyamadiniz fibersiz avea gunde tasiyordu daha kimse inanmiyor sizin reklam safsatalariniza
3433,#turkcellmuzik bengü hiç bitmesinn bu   seni çok seviyorummm türkcell çok teşkkürler bize böyle bir anı yaşattıgın için
3434,daha dogru duzgun cekmeyen operator simdi fiberlemekten bahsediyor gulunc olmayin siz mecburen ucuz olani tercih edenlerin operatoru olmaya mecbursunuz fiberlemekten bahsetmek icin henuz yiliz var
3435,daha hafta once aradnz ses kaydi almiyrmsnz acin dinleyin sikayetlerim ayni ingilenmis numarasi yapip durmayin
3436,karneleri aldik ama sinavlardan kaldik babamin merhameti sayesinde bana telefon aldik
3437,bu saatte telefon faturası mı gönderilir be turkcell? ben şimdi nasıl huzurla uyuyacağım?
3438,dur bi mesaj atalımda sevgilisinden zannetsin.  -turkcell :d:d  &gt;&gt;ri̇hle&lt;&lt;
3439,ben memnunum sulu supurgem var televizyonunda var hepsindende memnunum insallah cekmeceli derin dondurucusunuda allahin izniyle alacagim aplamin butun beyaz esyasi vestel hepsinden memnun
3440,ispanyada yokmu internet raz zeki olun
3441,iyice rezi ettiniz interneti gectim telefon bile cekmiyor artik sozlesmem var olmasa bugun turkcell olucam
3442,hayatın beleşçilik git turkcell'den al.
3443,turkcell wınn kullanmalısın :)
3444,dumanla haberles kardesim sakin abone olma uzak dur turk telekom
3445,sansliymssn
3446,telefonu tamire gonderdik sarz aleti gelmedi neye yardimci olacan biz gonderdik dediler
3447,hamit karademir zaten akraba olduk neredeyse gunaydin askim kahvalti ettinmi once sen kapan sen kapat modundayiz biliyorlar her gun gorusuyoruz zaten hep veriyoruz vermesemde ulasiyorlar ama sunu diyorlar soylememi istiyorsunuz bakim var istaaa ham artik musterimiz dilsin tammi diyen kiz cikiyor alt yapi sende zaten bakim oldugu icin ayrildimsenden
3448,hocam lutfen samsung galaxy pro bakarmisin
3449,merhaba belirttiginiz urunle ilgili detayli bilgiye adresimizden ulasabilirsiniz ilginize tesekkur ederiz
3450,2 gundur ne tv yayını var ne de internet :( turkcell mobil internet olmasa ne yapardım acaba :/ 
3451,sislinin gobeginde yasasin giga g
3452,anne sutu bebekler icin kadar degerli bebegimin anne sutunu daha uzun sure verebilmem icin urun benim bas yardimcim oldu sutu saglamda bebegime icirmem harika yardimci bebegimi sicacik sutunu hemen sagdiktan biberonu hemen verip hem onun hemde benim rahatim acisindan super alet oldu hayatimizda yardimci manevo anlamda destekciydi gogusten sutu sagarken aci sizi yapmamasi urunu iyiki secmisim dememe sebeb oldu
3453,kafasina gore cekiyor kafasina gore cekmiyor internet yavas falan sadece lik sure bitsin degistiricem simdi alta yorumada numaranizi birakin falan yazarsiniz hep ayni sallama yan mahallemde kablo var bizim mahallede yok kisacasi hizmet sifir ama reklama gelince dunya para
3454,en komigi de avea reklamlarina cikip turkcell operator kullanan bir unlu olurdu
3455,nokia sefer yapmis abi bence tutulur
3456,en iyisi turkcell pahali olsa bile adamlar fazlasinca hakkini veriyor
3457,alacaksan teknosa git gozun arkanda kalmasin cunku her urunun arkasindalar teknosa gonul rahatligi gelsin teknosadan hediyeler
3458,"bu turkcell ve garantide kampanya manyağı bi takım adamlar var, sürekli cep ten mesaj, kardeşim daraldım yaaa, hayattan soğuttunuz beni"
3459,en sorunsuz cihazlari teknosa satiyor
3460,teknokumbara diye sey icat ettiniz reklamlarini hatirliyorum halen puan biriktirdik aylardir bebek mama onlugu disinda vardi alinabilecek simdi ise tarihte kaldiriyoruz puanlari harcayin demissiniz simdi zaten fazla fazla gorusme sms internetin yanina bunlari almak zorunda biraktiniz muthis musteri memnuniyeti buna derim simdi kusur puan hediyelerinizde size kalsin demekten baska ihtimalim yok buyuk birlesme bizlere sekilde hayirli oldu size hayirli olsun
3461,abi lenovo note bakarmisin lutfen
3462,bu turkcell bana fake atıyo hee
3463,kullanilacak fiyatlarinda yazarsaniz iyi olur hem kaliteli hem ucuz olmali
3464,merhaba guncel doneminize yonelik inceleme yapilamamaktadir faturaniz duzenlendikten sonra tarafimiza ulasabilirsiniz
3465,kommensalizme ornek:  ve ben. turkcell yararlanirken benim bişeyden etkilendiğim yok.mutualizmi avea ile deneme karari aldim.
3466,a onlarin hic cekmiyor serefsizler
3467,boyle reklammi olur ya
3468,tamamen ulak alt yapisi kullanilacak
3469,sikayet takip numarasi gun once sikayet olusturdum musteri temsilcisi sat icinde geri donus yapilacagini soyledi aradan gene sure icerisinde defa daha aradim hatta ust departmandan kisiye durumu izah ettigim halde ana kadar geri donus olmadi kendimi enayi gibi hissettiren turk telekomu kiniyorm magduriyetimi adli boyuta tasiyip adima kayitli ayiri aboneligi sadece ama sadece nedenle iptal ettirecegim artik turk telekom abonesi olmaktan pisman durumdayim sizden cozum beklemiyorum bilginiz olsun diye yaziyorum
3470,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
3471,merhabalar kardeslerim ablalarim abilerim cogu kisi kirasi elektrik faturasi sufaturasi birde dogal gaz faturasi eklenince odemekte hayli zorluk cektigi icin tek umudunun kredi karti olduguna inanip tum borclari kredi yukluyor ama kredi karti borcu kurtulus degil aci sonun sadece baslangicidir ben arkadaslara iddaa yoluyla yardim etmek isterim daha ayrintili bilgi almak icin eklemeniz mesaj atmaniz veya takip etmeniz yeterli olacaktir
3472,yayin dondu
3473,ozamn ben bgun profilo aliswers mrkzinde yatimm:)) yagmurda basladiki 4 saat ceker benim ora:))
3474,kartimi yeniledim icin mesaj attim geldi neden
3475,gecen yil konsol aldim garanti belgesi her seyi var faturasi yok diye garantiye almadilar yazik yani sacma
3476,benim var
3477,10 senedir turkcell iletisim merkezlernde muhattap oldgm butun erkek temsilciler  aptal !!!
3478,reklam guzel sebeke yok
3479,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
3480,lenovo note bak
3481,sizin hatlarinizi kullanan diger firmalarin internet hizini bilerek yariya dusurun engelleyin ama kimse bundan sikayetci olmasin guzel dunya
3482,modeli demedim baslayan modeli dedim baslayan suru modeli var gibi ibrahim halil gunduz
3483,turkiye fiyati belli degilse almam abi ben
3484,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
3485,beyler sayfamız 100 olduktan snra bedava türkcell link atıcam
3486,bendeniz #turkcell e geçmiş bulunuyorum.
3487,mrhb oldu ronaldoya tekirdag kapakli ilcesinden yaziyorum cerkezkoy ilcesinde var kapakli yok arkadaki mesafe sizin ronaldo yaslanmis zaten bolgede sikinti var halen devam diyor koskoca kapakli ilcesi cerkezkoy bile daha buyuk nufus olarak turkiye goc alan ilcesi vodafone turkcell full sizde tik yok ronaldo yaslanmis kapakli ilcesinde cerkezkoy kapakli arasinda kapakli girisinde olan vahit ince ust gecide kadar var carsida hic mahallede yok yurube turk telekom bismillah yillardir zaten sikayet ediyorum sorun var diye emindim olacakti oldu turkcell vodafone kadar olamadiniz ama artik yeter sabrin yeri var yazdigimi artik tum sosyal medya hesaplarinda yorum yapip paylasacagim yoksa sizlerin birsey yapmaya niyeti yok kapakli ilcesinde koskoca ilcede bin nufuslu ilce yok
3488,hadi hayirlisi
3489,bana gonder
3490,istanbulun gobeginde yasiyoruz hala bizim buraya gelmemis yeni ogrendik devam kadar satafatli reklam yapacaginiza paralari alt yapiya ayirin sultanbeylinde oturuyorum telefon cekmiyor boyle rezillik olmaz sene zor sabrettim artik yeter operator degisme zamani geldi artik gun sonra elveda turk telekom beni verem ettiniz
3491,hepsinide severek yiyorum
3492,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
3493,kazik
3494,onlarin akillarini alacagiz hele ptesi olsun lere mahkemeye ciksinlar
3495,bende supurge fiyatini ogrenebilirmiyim
3496,"dizilerde mesaj geldiğinde ""aaa turkcell'miş. neyse önemli değil."" repliği de kullanılsa daha gerçekçi olur bence..."
3497,sadece turkcell mesaj atiyorsa yalniz kalmissın demektir.
3498,haci ben katta oturuyorum yeminle camin kenarinda tek ayak ustunde durarak konusuyorum valla isyan ettirdi artik
3499,erkin ozey ferhat akbiyik siparis veriyor muyuz
3500,merhaba indirimlerimizle ilgili onceden bilgi paylasimi yapamiyoruz kampanyalarimizdan herkesten once haberdar olmak icin sayfamizi sik sik ziyaret etmenizi oneririz ilginize tesekkur ederiz
3501,ne kadar ilgilisiniz aramayacaginiz yere bari telefon numarasi istemeyin tek yaptiginiz musteri maduriyeti spot urunu satip sonrada yerine teshir urunu vermeyi teklif edip insanlari madur ediyorsunuz teknosa urun alirken dusunun spot mal satiyor
3502,tekirdag neden yok
3503,merhaba konuyla ilgili bilgi almak icin teknoasist merkezi iletisime gecebilirsiniz ilginize tesekkur ederiz
3504,iyi geceler cocuklar
3505,bol bol reklam yapiyorsunuz ama sunu unutuyorsunuz kimse hattan memnun degil hic yerde cekmiyor adam akilli reklam yapacagina isini yap telefonlar ceksin
3506,insanlari kandirmaktan baska bisey yapmiyorsunuz oyun oynanmiyor video bile kasior bilgisyerimin ekranini kirdim sayenizde
3507,merhaba iletisim bilgilerinizi sayfanin ust kisminda bulunan mesaj bolumunden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
3508,bir komşuteyzemiz vr dedikodu sever bugün gündmde aldatılan kadınla geldi görüyormsn arzu dedi hayat paylasınca güzel lala lalala dedm.oh :)
3509,hicbir reklamlarina inanmayin sonradan uye olup pisman olmayin
3510,#turkcell senin yüzünden sevglmle rahat konuşamıyorum -_- defol !
3511,4 mevsimm her koşulda 4 çeker  pirelli   :)))))
3512,salihli teknosa calisanlarinin umursamazligi ukelaligi yuzunden kapandi ozluyoruz tekrar acin subenizi salihli
3513,afedersin de turkcell cok kazik :d
3514,merhaba tarafiniza detayli bilgi verebilmemiz icin numaranizi mesaj bolumu uzerinden iletmenizi rica ederiz
3515,hakki abi teknosa xiaomi telefonlari getirmeye basladi e bakar misin
3516,cekmiyor zayifsiniz
3517,cildiricam sarkiyi bilen yazsin lutfen
3518,istanbul balkonu denilen yakacik ada yalova goren evimden hikmetse avea vericisi gorunmuyor
3519,al beni laan kardes
3520,senedir kadar ugrastim ama kimse umursamadi fizik kurallarini kirip aracin kendi enersisini ureten arac yapabilirim ama fayda anlamiyorlar
3521,zafer bayramimiz tum ulkemize kutlu olsun
3522,bugun sonra asla alis veris yapmam tavsiyede etmem dogru ise eger yaziklar olsun
3523,merhaba vestel ultra ince modelimiz ilgili detayli bilgiyi adresinden inceleyebilirsiniz iyi gunler dileriz
3524,burasi hatay ilinin erzin ilcesi burada yok yok yok neden bazi yerlere sinif muamelesi yapiyorsunuz turkcell vodafone hatlar catir catir baglanirken biz cekmeyen devam yaziklar olsun size odedigim aylik faturaya
3525,merhaba silan cardakli belirttiginiz urunle ilgili detayli bilgiye adresimizden ulasabilirsiniz ilginize tesekkur ederiz
3526,alin size ronaldo ag
3527,kes ya kess turkcell size calisio
3528,"izlemedim maçı ya. turkcell süper lig futboldan soğuttu bu sene beni, maçlara bakmıyorum"
3529,""" en ucuz iphone 4s fiyatını hangi operatör sunuyor?  ohasın"
3530,basima gelen durumu siz degerli kaderdaslarimin basina gelmemesi icin sizi uyarmak istiyorum bunu yayalim baskalari somurulup dolandirilmasin ben ttnete engelli hakkindan yararlanarak basvurdum hay basvurmaz olaydim oncelikle hizi falan ucuza veriyoruz edasiylamidir nedir berbatti nedenini yazimin ilerleyesinde anlatacagim bunlar bana bircok psikolojik sorunlar cikarttiklari icin paramla rezil olmamak icin kendi kurallarina gore cogunuzunda bildigi uzere kendi genel merkezlerine cagirip oyle iptal ediyorlardi zamanlar civari para oderken ben bunlari iptal ettim belki hala oduyorsunuzdur ama bunlar bana yalaka oldularki sormayin hic taahhut vermeden internetimi yaptilar sonra yaptilar dikkatinizi cekerim engelli statutusunde dugil normal biri gibi yapip bunlara taahhutte vermedim bunlar engellileri somuruyor kullaniyor dolandiriyor internetide yavas veriyorlar bunuda daha ucuza baska operatore gecince gordum cunku daha hizliydi interneti aman kardeslerim dolandirilmayin bunla ilgili hukuksal sey yapabilirsem bana ozelden yada buradan etiketleyip ulasiniz ayrica zamanlar sosyal telefonumuda bunlar diger operatore gecince iptal etmisler sozde oraya gidip iptal ediyorlardi sosyal paketimi meger imzam olmadan ttnetin telefonu diye seye gecirmisler
3531,trafik yazıp 7777’ye kısa mesaj göndererek uygulamayı cep telefonunuza indirebilirsiniz. turkcell mi hattınız?
3532,neredeyse kurulduğundan beri turkcell kullandım ama bu gece mobil modemle saatlerdir 56 k modem gibi bağlanınca seni terk zamadır
3533,"dakikalar için teşekkürler, bu arada gün içinde sms atmayı unutma kendimi yalnız hissediyorum."
3534,sayin yetkili once sorunu olan musterilerinizle ilgilenseniz sorunlarini cozseniz reklam gayet guzel ama hizmet sifir kaliteniz dusuk haliyle sakin talebiniz bize ulasmistir diye yazmayin zira cokkk komik oluyorsunuz
3535,sakin inanmayin guvenmeyin ben yerli mali diye gurur duyarak venus serisinden aldim ama pismanim teknosadan almistim cihazi teknosa vestel cihaza sahip cikmadi olusan problemlerden dolayi insanlarin milli duygulariyla oynuyorlar
3536,telefonum hic biyerde cekmiyor musteri hizmetleri telefonu suratima kapatiyor bana yardim edin yoksa kotu olucak dava acicam yeter
3537,keske birlesmese idiniz bizim avea iyi idi benimde tllik faturam oldu hat acip kapama vergi face time derken artirmislar iste inceleme yapilsin istedim inceleme yapilamaz dediler oysa ben yanlis varsa incelensin demistim ama ben arastirp inceledim herseyi kendimle gurur duyuyorum artik sizden ozur beklemekteyim ama her hikmetse temsilci ariyor fircaliyor canimi sikiyo kapatiyo guzel guzel ben bunun icin ucret oduyorum gercekten zeki biriyim ben sizin hakkinizda sikayet olusturmak istiyorum diyorum ben yetkili yim burdan olmuyor diyor eger sonuc alamazsam bimer basvuru yapacagim bakalim zaman olacak
3538,super televizyon suphesiz alabilirsiniz
3539,kota bitti mubarek
3540,turk telekom milleti kandiriyorlar ben burada mbit kadar mahkum olmusum vermeme ragmen yerlerde bana sorguladan ultra fiber varmis hele bak yalana yok maalesef
3541,merhaba bircok kisi gibi gittigidiyora ulasmaya calisiyorum ama turlu olmuyor ben hayatimda hic gittigidiyordan alisveris yapmadim ama ekstremde alisveris gorunuyor alisverislerin kim tarafindan yapildigini hangi adrese gittigini ogrenmek istiyorum ama muhatap bulamiyorum sitenize uye degilim yapmam lazim acil cevap vermezseniz odemeyi iptal ettirecegim
3542,superonline sayesinde rakip firmanın hızlı internet reklamını kesintisiz şekilde izledim. rakip firmayla kesin izleyemezdim.
3543,merhaba belirttiginiz urunle ilgili detayli bilgiye adresimizden ulasabilirsiniz ilginize tesekkur ederiz
3544,sirnyerin merkezinde oturuyorum port yok diye int baglamiyolar bide utanmadan reklam yapiyolar
3545,bos konusuyorsun teknoloji cahili seni apple sican telefon yapsa onu tek gecerim dersiniz
3546,abi televizyon fiyatlari civarda
3547,cimbomum ne yaptı bgn bea ;) 4 çeker tarife
3548,turkiye satar
3549,mesajsa turkcell'dir. arayansa annemdir. çok yanlızım :(
3550,onceden vardi geldi dediniz zam yaptiniz simdi ustune ustluk degil getiriyoruz deyip yine zam yapacaksiniz guzel yatirip yapiyorsunuz fakat yatirimi turkiyeye yapmiyorsunuz saniyorum kagidinin uzerinde yapiliyor yatirimlar bizde telefonlarimizdan baktigimizda ibaresini nedense hic gormuyoruz hepiniz milleti somurmek icin gelmissiniz halki gozeten tane devlet kurumu yok hepsi sizin gibi sizin isleriniz icin paraniz dahada cogalsin diye halki kaz gibi yolmaniz icin varlar sanki ayrica akk muhabbeti sacma ornek olarak akk kullaniyorum diyelim dolunca hizim mgb dusuyor ayrica kullanigim megabayt ucreti normal hiz tarifesinden islemeye devam ediyor bugun youtubeden cikisi videoklip izleyerek eve gelsem saatta kac klip izlerim ayda kadar veri harcarim normal kullanimimida sayarsak ayda kullanmam gerekir bunuda vermiyorsunuz verdiginizi farzedersek akk yida cikarirsak ayda istersiniz millet somuruldu cunku dur diyeniniz yok bunlar hakaret olarak almayin hakikat veya temsil sozun kisasi gorebilecekmiyiz veya gibi hayalet olarak dolasacak merak ediyorum
